Term,Overlap,Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,ko_symbol,se_event,gene_number,db
Nucleus (GO:0005634),144/4487,1.4685324127875097e-7,1.922590349051706,39.29553119622587,MTCH2;RTCA;HNRNPR;CIB1;MKI67;CDC14B;CCAR1;EEF1B2;STK11;RPS6KA2;CHEK2;CHEK1;PAPOLA;FAM53A;UBAP2L;RNF111;GTF2I;TMPO;BORA;ESCO1;KMT5C;FBXW11;ACTN4;THOC7;CLIP1;BIN1;MSH3;PRPF3;TFAM;ANKRA2;HDGFL2;BLZF1;ANKRD17;MTMR2;CTBP1;STXBP2;BAG6;BAG4;RACGAP1;BAG1;SMYD2;ECT2;ZC3H14;TRMT1L;LHPP;CHTOP;CPSF1;NFATC3;CDC7;MEMO1;FANCE;NFKB1;PTK2;AZIN1;CLK1;EIF5;LSM6;STAG2;NASP;CNOT2;UBA2;RNPS1;FGFR1;SLC25A1;RPAIN;KDM5A;SETD5;NAA40;CELF1;FHL1;DDX42;PIK3CB;MED17;RESF1;FLCN;UBTF;HMG20B;NELFCD;BUD23;YAF2;ACTR2;PBRM1;USP48;NCBP1;STRADA;AKTIP;ATRX;PPP2R5C;TRNAU1AP;GNL2;BAZ1B;REXO4;SENP1;SUPV3L1;NCOR1;TFDP1;SLTM;THRAP3;MED21;MTF2;WAC;PTMA;ATF6B;RNMT;USP10;GPS1;WBP4;ADD1;SCAF8;BCLAF1;RNF138;PPP1R7;TRA2B;POLD1;HSF1;EXOSC8;MKNK2;BRD9;POLR2H;SMNDC1;EXOSC1;NKTR;BRD4;MUTYH;TCF7L2;ATE1;PPIL2;MYEF2;MGMT;ASCC1;SWT1;DTNBP1;CDK11B;CHFR;U2SURP;CENPF;FABP5;TTC3;QRICH1;FAM98A;ERCC6;CEP43;EEF1AKMT2;SSBP4,Tra2b,skipping,407,GO_Cellular_Component_2023
Intracellular Non-Membrane-Bounded Organelle (GO:0043232),45/1195,0.0038081475728895557,1.9935983665625752,19.677140480181524,INO80B;SRP19;HNRNPR;RRBP1;PIK3CB;PKMYT1;SPATA5;MKI67;ADD1;CDC14B;SYCE2;EPB41L4A;TCOF1;RACGAP1;CALD1;PPP1R7;EXOSC8;UBTF;LRRFIP1;BUD23;ZC3H14;EXOSC1;COX10;NOM1;ESCO1;IDH3G;TPM1;LARP4B;GNL2;BAZ1B;FANCE;REXO4;PTK2;TRAF7;CENPF;MRPS9;LSM6;STAG2;ZZZ3;BIN1;TTC3;TSR1;ERCC6;LDAH;MAD1L1,Tra2b,skipping,407,GO_Cellular_Component_2023
Mitochondrial Membrane (GO:0031966),25/540,0.007032142116964854,2.4243887561632693,21.744663377420697,SLC25A1;MTCH2;MTARC2;SRC;COX15;TIMM9;NDUFA10;RHOT1;OPA1;NNT;DNM1L;COX10;TIMMDC1;IMMT;TIMM22;NME4;TIMM44;MRPL48;ATAD3A;CLPX;QTRT1;MRPS9;COQ2;KRAS;DAP3,Tra2b,skipping,407,GO_Cellular_Component_2023
Mitochondrial Inner Membrane (GO:0005743),19/370,0.010017608364042176,2.684509648427174,22.528769222990356,SLC25A1;TIMMDC1;COX15;SRC;TIMM9;NDUFA10;IMMT;NME4;TIMM22;TIMM44;MRPL48;ATAD3A;CLPX;MRPS9;COQ2;OPA1;NNT;COX10;DAP3,Tra2b,skipping,407,GO_Cellular_Component_2023
Organelle Inner Membrane (GO:0019866),19/398,0.020579908544582196,2.482563990969181,18.59401508782757,SLC25A1;TIMMDC1;SRC;COX15;TIMM9;NDUFA10;IMMT;TIMM22;NME4;TIMM44;MRPL48;ATAD3A;CLPX;MRPS9;COQ2;OPA1;NNT;COX10;DAP3,Tra2b,skipping,407,GO_Cellular_Component_2023
Mitotic Spindle (GO:0072686),10/143,0.022279642940274656,3.6855362587829776,26.743483693814454,FLCN;ZZZ3;NCOR1;RACGAP1;CKAP2;CDC7;ECT2;MAD1L1;HAUS2;CDC14B,Tra2b,skipping,407,GO_Cellular_Component_2023
Vesicle Coat (GO:0030120),5/37,0.023982089113718307,7.603000621890548,53.59483761381903,SEC24B;NECAP2;COPG1;SEC24C;EPN1,Tra2b,skipping,407,GO_Cellular_Component_2023
Nucleolus (GO:0005730),29/771,0.028758455673726827,1.9491115104322652,13.15603796636645,INO80B;SRP19;HNRNPR;PIK3CB;PKMYT1;MKI67;CDC14B;TCOF1;EXOSC8;UBTF;POLR2H;BUD23;ZC3H14;EXOSC1;COX10;NOM1;IDH3G;LARP4B;GNL2;BAZ1B;REXO4;TRAF7;MRPS9;LSM6;STAG2;ZZZ3;TTC3;TSR1;ERCC6,Tra2b,skipping,407,GO_Cellular_Component_2023
Nuclear Lumen (GO:0031981),29/780,0.030839349967989756,1.9248339075236545,12.654900245080253,INO80B;SRP19;HNRNPR;PIK3CB;PKMYT1;MKI67;CDC14B;TCOF1;EXOSC8;UBTF;BUD23;ZC3H14;EXOSC1;COX10;NOM1;PBRM1;IDH3G;LARP4B;GNL2;BAZ1B;REXO4;TRAF7;MRPS9;LSM6;STAG2;ZZZ3;TTC3;TSR1;ERCC6,Tra2b,skipping,407,GO_Cellular_Component_2023
Mitochondrial tRNA aminoacylation,5/21,0.024550569128611584,16.248342175066313,164.88763667488539,RARS2;KARS;PPA2;TARS2;CARS2,Tra2b,including,382,BioPlanet_2019
RNA Binding (GO:0003723),62/1411,2.0428094492087197e-7,2.6238834321719793,55.85484801280351,RBM27;DIDO1;RBM25;FMR1;AKAP8L;MSI1;ENO1;GPATCH8;SMG6;TIAL1;UBAP2L;AGFG1;RARS2;ZC3H10;TYW5;DDX11;ACTN1;SECISBP2;METTL3;PPHLN1;LARP4B;ZCRB1;TRNAU1AP;GTPBP1;SRRM1;ILF3;PKM;CSDE1;EIF4E2;RBM47;POLDIP3;AKAP8;RCC1L;FXR1;MTHFSD;PCBP4;PCBP2;SAFB2;UTP20;RALY;LTA4H;MAP4;ZC3H14;PTCD3;NOP56;RBM39;PTPN1;TIA1;CPSF6;KRR1;HMGA1;RRP1B;PUM1;KTN1;LSM2;SEC23IP;EIF5;HNRNPA2B1;ACIN1;RNPS1;LSM14A;RPS24,Tra2b,including,382,GO_Molecular_Function_2023
mRNA 3'-UTR Binding (GO:0003730),12/93,3.689961722218939e-5,7.822622622622623,120.44871127178055,TIAL1;FXR1;ILF3;RBM47;TIA1;PCBP4;FMR1;SECISBP2;HNRNPA2B1;RNPS1;LARP4B;PUM1,Tra2b,including,382,GO_Molecular_Function_2023
mRNA Binding (GO:0003729),19/282,2.73226221525666e-4,3.851983366328337,50.03695790957161,TIA1;RBM25;RBM47;CPSF6;POLDIP3;SECISBP2;FMR1;METTL3;MSI1;LARP4B;PUM1;TIAL1;FXR1;PKM;PCBP4;PCBP2;HNRNPA2B1;RNPS1;LSM14A,Tra2b,including,382,GO_Molecular_Function_2023
Annealing Activity (GO:0140666),3/5,0.006030213393414711,77.63588390501319,745.925643022596,FXR1;FMR1;RECQL,Tra2b,including,382,GO_Molecular_Function_2023
Positive Regulation Of miRNA-mediated Gene Silencing (GO:2000637),4/9,0.01541350985130185,41.508994708994706,460.2351770035701,FXR1;TIAL1;FMR1;PUM1,Tra2b,including,382,GO_Biological_Process_2023
Regulation Of mRNA Catabolic Process (GO:0061013),7/46,0.01541350985130185,9.371145299145299,99.40568842812705,FXR1;PCBP4;TTC5;FMR1;PUM1;ZC3H14;GTPBP1,Tra2b,including,382,GO_Biological_Process_2023
Positive Regulation Of Post-Transcriptional Gene Silencing By RNA (GO:1900370),4/10,0.01541350985130185,34.589065255731924,366.3660919091349,FXR1;TIAL1;FMR1;PUM1,Tra2b,including,382,GO_Biological_Process_2023
Stress Granule Assembly (GO:0034063),5/24,0.028859966423164046,13.680720368560658,129.39989170035395,TIA1;FMR1;CSDE1;UBAP2L;LSM14A,Tra2b,including,382,GO_Biological_Process_2023
"Regulation Of mRNA Splicing, Via Spliceosome (GO:0048024)",9/94,0.028859966423164046,5.5447721179624665,52.41986616545909,FXR1;RBM39;RBM25;RBM47;TIA1;PCBP4;FMR1;RNPS1;SRRM1,Tra2b,including,382,GO_Biological_Process_2023
Regulation Of Translation (GO:0006417),13/202,0.03980309130072971,3.62164293600608,32.04073100781427,TIA1;POLDIP3;FMR1;METTL3;MSI1;LARP4B;FXR1;ILF3;EIF5;CSDE1;EIF4E2;LSM14A;GAPDH,Tra2b,including,382,GO_Biological_Process_2023
Regulation Of miRNA-mediated Gene Silencing (GO:0060964),4/15,0.03980309130072971,18.86195286195286,165.90907213176956,FXR1;TIAL1;FMR1;PUM1,Tra2b,including,382,GO_Biological_Process_2023
Negative Regulation Of Translation (GO:0017148),9/107,0.04666746899978466,4.8060403786179355,40.63929975862516,FXR1;ILF3;TIA1;FMR1;METTL3;PUM1;EIF4E2;LSM14A;GAPDH,Tra2b,including,382,GO_Biological_Process_2023
Positive Regulation Of Translation (GO:0045727),9/108,0.04666746899978466,4.757250792103339,39.89215275410998,FXR1;CDC123;PKM;POLDIP3;FMR1;CSDE1;METTL3;LARP4B;RCC1L,Tra2b,including,382,GO_Biological_Process_2023
Intracellular Membrane-Bounded Organelle (GO:0043231),153/5175,1.446629577661671e-7,1.941838443599255,40.94637693182824,VPS29;CCNT1;FMR1;DCAF8;ENO1;COMT;GPATCH8;CDC14B;TIAL1;DPF2;UBAP2L;KMT5A;AGFG1;TMPO;KDM2B;DDX11;SLC35C2;APLP2;IFRD1;METTL3;IPMK;DNTTIP1;RECQL;VRK1;RFX1;CFAP410;THOC7;SRRM1;NISCH;ILF3;BIN1;CSNK1G2;LLGL2;COPS7B;PDS5B;UBE2J1;FXR1;BAG6;RAB11FIP1;PCBP4;DEAF1;PCBP2;SAFB2;TBC1D14;RPRD1B;LTA4H;NAE1;PATZ1;ECT2;RAB11FIP3;ZC3H14;KAT14;SEC31A;SMAD2;UBE2F;TIA1;PHC1;ANKRD27;CPSF6;UBE2B;TIPARP;VTA1;INTS2;NFATC3;HMGA1;ASPSCR1;MACO1;PTK2;LSM2;IFT20;MLLT10;NSFL1C;STAG1;UBOX5;DAB2;EIF5;CNOT2;TADA3;PPT1;RNPS1;PKIG;RPS24;RPAIN;RBM27;MUS81;DIDO1;KDM5C;SETD6;AKAP8L;CEP164;MIA3;UFSP2;SMG6;RESF1;DTWD1;ING3;AP1G1;TLK2;NELFB;AP3S1;TOPBP1;SPTAN1;ILKAP;STRADA;TFE3;ATRX;RAD23A;TRNAU1AP;TERF2;EPN2;GAK;MED22;MMP14;TFDP1;PKM;TFDP2;TRAPPC6B;GAPDH;ITGB3BP;VAC14;RBM47;GTF2A2;POLDIP3;NAA20;AKAP8;DPCD;UACA;GGA1;MAPK9;ARVCF;RBBP8;BNIP2;RALY;BRD8;DRAM2;MTA3;MUTYH;TCF7L2;RANBP3;IRX3;RRP1B;PTPN13;CHFR;RNF146;RAD52;SEC23IP;CENPH;CARM1;HNRNPA2B1;NBR1;ACIN1;EEF1AKMT2;TAF2,Tra2b,including,382,GO_Cellular_Component_2023
Nucleus (GO:0005634),123/4487,6.184037436010697e-4,1.6599857026071507,19.97420940713364,CCNT1;FMR1;DCAF8;ENO1;GPATCH8;CDC14B;TIAL1;DPF2;UBAP2L;KMT5A;TMPO;KDM2B;DDX11;APLP2;IFRD1;METTL3;IPMK;DNTTIP1;RECQL;VRK1;THOC7;SRRM1;ILF3;BIN1;CSNK1G2;COPS7B;PDS5B;UBE2J1;FXR1;BAG6;PCBP4;DEAF1;PCBP2;SAFB2;RPRD1B;LTA4H;NAE1;PATZ1;ECT2;ZC3H14;KAT14;SMAD2;UBE2F;TIA1;PHC1;CPSF6;UBE2B;TIPARP;INTS2;NFATC3;HMGA1;ASPSCR1;MACO1;PTK2;LSM2;MLLT10;NSFL1C;STAG1;UBOX5;EIF5;CNOT2;TADA3;PPT1;RNPS1;PKIG;RPS24;RPAIN;RBM27;MUS81;DIDO1;KDM5C;SETD6;AKAP8L;UFSP2;SMG6;RESF1;DTWD1;ING3;TLK2;NELFB;TOPBP1;ILKAP;STRADA;TFE3;ATRX;RAD23A;TRNAU1AP;TERF2;MED22;MMP14;TFDP1;PKM;TFDP2;GAPDH;ITGB3BP;RBM47;GTF2A2;POLDIP3;NAA20;AKAP8;DPCD;UACA;MAPK9;ARVCF;RBBP8;RALY;BRD8;MTA3;MUTYH;TCF7L2;RANBP3;IRX3;RRP1B;PTPN13;CHFR;RNF146;RAD52;CENPH;CARM1;HNRNPA2B1;ACIN1;EEF1AKMT2;TAF2,Tra2b,including,382,GO_Cellular_Component_2023
Cytoplasmic Stress Granule (GO:0010494),7/76,0.04290245795895777,5.288618357487922,39.07100058673288,TIAL1;FXR1;TIA1;FMR1;LARP4B;PUM1;LSM14A,Tra2b,including,382,GO_Cellular_Component_2023
Mitochondrial Gene Expression WP391,5/19,0.016275802831775765,16.633503401360546,169.0870129197612,MYEF2;CREB1;MTERF3;NRF1;GABPB1,Trim71,skipping,425,WikiPathway_2023_Human
Organelle Biogenesis And Maintenance R-HSA-1852241,19/275,0.006353921253017094,3.5316059883004924,41.73220267913157,NCOA2;EXOC7;PTGES2;CEP164;PRKAG2;HAUS6;BBIP1;NRF1;HAUS2;SIRT3;ATAT1;PCM1;CREB1;CEP83;B9D1;TBL1X;CLASP1;CDK5RAP2;CEP78,Trim71,skipping,425,Reactome_2022
Regulation Of PLK1 Activity At G2/M Transition R-HSA-2565942,9/87,0.029013029586829456,5.4078217455621305,50.01173773296114,PCM1;BORA;FBXW11;CEP164;HAUS6;HAUS2;CLASP1;CDK5RAP2;CEP78,Trim71,skipping,425,Reactome_2022
Metabolism Of Lipids R-HSA-556833,32/732,0.029013029586829456,2.1955652490003637,20.198085974608635,PECR;HACD1;SLC44A2;MTMR14;PRKAG2;NRF1;MED16;MED15;MTMR7;PGS1;FADS2;PTDSS2;MCEE;PIP5K1C;TBL1X;LDLRAP1;DECR2;ACADS;CTSA;NCOA2;PLA2G12A;PHYH;EGFL7;CHKA;SPHK2;PTGES2;ACSL3;SOAT1;AGPS;MVD;DHCR7;CERS2,Trim71,skipping,425,Reactome_2022
Cilium Assembly R-HSA-5617833,13/186,0.03835078700055523,3.538722711712217,30.502023728989137,EXOC7;PTGES2;CEP164;HAUS6;BBIP1;HAUS2;ATAT1;PCM1;CEP83;B9D1;CLASP1;CDK5RAP2;CEP78,Trim71,skipping,425,Reactome_2022
Anchoring Of Basal Body To Plasma Membrane R-HSA-5620912,9/97,0.03835078700055523,4.790838068181818,40.28920822568435,PCM1;CEP164;CEP83;HAUS6;B9D1;HAUS2;CLASP1;CDK5RAP2;CEP78,Trim71,skipping,425,Reactome_2022
Recruitment Of NuMA To Mitotic Centrosomes R-HSA-380320,8/80,0.03973498429875756,5.196642685851319,42.213800493374215,PCM1;CEP164;TUBGCP6;HAUS6;HAUS2;CLASP1;CDK5RAP2;CEP78,Trim71,skipping,425,Reactome_2022
Centrosome Maturation R-HSA-380287,8/81,0.03973498429875756,5.125192996287901,41.19480279055452,PCM1;CEP164;TUBGCP6;HAUS6;HAUS2;CLASP1;CDK5RAP2;CEP78,Trim71,skipping,425,Reactome_2022
Lipid and lipoprotein metabolism,26/489,0.013481133101612103,2.6898347380329874,29.208840121287512,SLC44A2;MTMR14;PRKAG2;NRF1;MED16;MED15;MTMR7;PGS1;FADS2;PTDSS2;MCEE;PIP5K1C;TBL1X;LDLRAP1;ACADS;CTSA;NCOA2;PLA2G12A;PHYH;CHKA;SPHK2;ACSL3;AGPS;MVD;DHCR7;CERS2,Trim71,skipping,425,BioPlanet_2019
Mitochondrial gene expression,5/19,0.013486214875974954,16.633503401360546,169.0870129197612,MYEF2;CREB1;MTERF3;NRF1;GABPB1,Trim71,skipping,425,BioPlanet_2019
RNA Binding (GO:0003723),51/1411,0.03872154551771729,1.826370320855615,16.21158289885975,EIF4A2;TCERG1;EIF4ENIF1;UBTF;UBAP2L;MTPAP;RBM7;NCOA5;DIMT1;METTL3;MRPS23;PPHLN1;TRNAU1AP;SAFB;SRRM1;ILF3;DALRD3;SARS2;SLTM;NOA1;ESRP1;RPP21;DUS3L;POLDIP3;SRRT;SAMHD1;ADD1;SCAF8;HNRNPDL;PCBP4;DND1;ERI3;IGF2BP1;RRP36;MAP4;LYAR;ZC3H14;MARK2;CHTOP;TIA1;MYEF2;PNPT1;HMGA1;TDRD3;FUBP3;ZYX;RNPS1;NOL10;R3HDM1;RPS24;EIF4G1,Trim71,skipping,425,GO_Molecular_Function_2023
Microtubule Binding (GO:0008017),15/239,0.03872154551771729,3.1605509581881535,27.00584576144748,FBXW11;KIF23;HAUS6;EML3;KIF15;EML4;CAMSAP3;HOOK2;TUBGCP6;MAP4;KIF20B;DNM1L;CLASP1;CDK5RAP2;ENKD1,Trim71,skipping,425,GO_Molecular_Function_2023
Small GTPase Binding (GO:0031267),13/199,0.046311494388524846,3.289187284685249,26.182604432655246,USP6NL;SPHK2;DENND5B;DOCK7;ARHGEF16;CYRIB;STRN3;GOLGA4;XPO4;ARFIP2;RAB3GAP2;DNM1L;RAPGEF6,Trim71,skipping,425,GO_Molecular_Function_2023
mRNA Polyadenylation (GO:0006378),7/24,6.481496053420099e-4,19.26625386996904,280.6561377685224,SCAF8;PNPT1;PAPOLA;PEX2;TENT2;MTPAP;CDC73,Trim71,skipping,425,GO_Biological_Process_2023
RNA Polyadenylation (GO:0043631),7/25,6.481496053420099e-4,18.194976076555022,259.40782021140177,SCAF8;PNPT1;PAPOLA;PEX2;TENT2;MTPAP;CDC73,Trim71,skipping,425,GO_Biological_Process_2023
Intracellular Protein Transport (GO:0006886),20/325,0.015649000899656342,3.1200161910544426,33.28310513968214,CTSA;RPAIN;IPO11;STRADA;FUT10;SEC16A;SNX13;FAM91A1;RAB22A;CAMSAP3;ARFRP1;EIF4ENIF1;XPO4;ARFIP2;HEATR3;RAB3GAP2;ARFIP1;FAM53A;HOMER3;APPL1,Trim71,skipping,425,GO_Biological_Process_2023
Histone H2A Acetylation (GO:0043968),5/21,0.03276736809844959,14.552827380952381,140.3023302405482,MBTD1;NAA40;ING3;MRGBP;EP400,Trim71,skipping,425,GO_Biological_Process_2023
Establishment Of Spindle Orientation (GO:0051294),6/35,0.03449766199255369,9.651551312649165,90.39929072263261,SAPCD2;FBXW11;MAP4;CLASP1;CDK5RAP2;ENKD1,Trim71,skipping,425,GO_Biological_Process_2023
Histone H4 Acetylation (GO:0043967),6/39,0.04610297944210741,8.479930570622695,74.11322097525067,MBTD1;NAA40;ING3;MRGBP;KANSL2;EP400,Trim71,skipping,425,GO_Biological_Process_2023
Internal Peptidyl-Lysine Acetylation (GO:0018393),6/39,0.04610297944210741,8.479930570622695,74.11322097525067,BAG6;MBTD1;ATAT1;ING3;MRGBP;EP400,Trim71,skipping,425,GO_Biological_Process_2023
mRNA 3'-End Processing (GO:0031124),6/40,0.04661665349780501,8.230099677102345,70.7395709904652,SCAF8;PAPOLA;PEX2;TENT2;MTPAP;CDC73,Trim71,skipping,425,GO_Biological_Process_2023
Selective Autophagy (GO:0061912),7/58,0.04926681642681709,6.410920349000844,53.993736479314535,RETREG3;UBA5;UBQLN1;ARFIP2;ATG4B;PEX2;ATG13,Trim71,skipping,425,GO_Biological_Process_2023
Mitotic Spindle (GO:0072686),13/143,0.0013785416595937917,4.719660194174757,53.5623196988,LIMK2;CKAP2;HAUS6;KIF23;HAUS2;CDC14B;EML3;EML4;ATAT1;FLCN;MAP4;TBL1X;CLASP1,Trim71,skipping,425,GO_Cellular_Component_2023
Intracellular Membrane-Bounded Organelle (GO:0043231),149/5175,0.0013785416595937917,1.5627440209461525,17.450508450092624,TCERG1;CTNND1;EHMT1;GABPB1;CDC14B;EEF1B2;EIF4ENIF1;PPP4R2;PAPOLA;FAM53A;UBAP2L;MTPAP;MAP3K7;GTF2I;BORA;ESCO1;KMT5C;USP4;FBXW11;METTL3;CDC25C;THOC7;EML3;FOXP1;SRRM1;ILF3;BIN1;NSMF;KIF20B;RHNO1;UBA5;UBE2J2;BAG6;RNF216;YBEY;PCBP4;FIGNL1;DND1;OTX2;PATZ1;LYAR;ZC3H14;NHEJ1;BPTF;CTSA;CHTOP;TIA1;POU2F1;CBX1;HMGA1;FANCC;CLK4;NFKB1;PTK2;TDRD3;MLLT10;DLG1;P4HA1;FUBP3;HOOK2;NASP;MDM2;UBA3;GTF2IRD1;MMS19;RNPS1;PKIG;SERGEF;RAD18;RPS24;EIF4G1;RPAIN;KDM5A;SETD5;INTS13;NAA40;CEP164;OTUD7B;UFSP2;MED16;LIMD1;MED15;CDC73;RESF1;SENP6;FLCN;ING3;XPO4;UBTF;CTSH;FLOT2;NELFB;DNM1L;RBM7;ACADS;APPL1;POLG;NCOA2;SUN1;SPHK2;CEMIP2;ACTR6;STRADA;AKTIP;ATRX;KIF23;PEX2;TRNAU1AP;SAFB;SIRT3;EPN2;TRAF7;CREB1;SLTM;RABEP2;ESRP1;DNAJC5;IRF1;GPRC5C;ITGB3BP;WDR26;USP16;CARNMT1;POLDIP3;ABRAXAS1;DOT1L;SAMHD1;ADD1;ZNRF1;SCAF8;NFS1;TNKS2;HSF1;RBBP8;IGF2BP1;TBL1X;BRD4;MUTYH;SUZ12;TCF7L2;PPIL2;MYEF2;LIMK2;MOK;RNF146;MCM3AP;TTC3;ZYX;TRIP10,Trim71,skipping,425,GO_Cellular_Component_2023
Nucleus (GO:0005634),129/4487,0.005262931193776643,1.521737748533297,14.336982831165896,TCERG1;CTNND1;EHMT1;GABPB1;CDC14B;EEF1B2;EIF4ENIF1;PPP4R2;PAPOLA;FAM53A;UBAP2L;MAP3K7;GTF2I;BORA;ESCO1;KMT5C;USP4;FBXW11;METTL3;CDC25C;THOC7;EML3;FOXP1;SRRM1;ILF3;BIN1;NSMF;KIF20B;RHNO1;UBE2J2;BAG6;RNF216;YBEY;PCBP4;FIGNL1;DND1;OTX2;PATZ1;LYAR;ZC3H14;NHEJ1;BPTF;CHTOP;TIA1;POU2F1;CBX1;HMGA1;FANCC;CLK4;NFKB1;PTK2;TDRD3;MLLT10;DLG1;FUBP3;NASP;MDM2;UBA3;GTF2IRD1;MMS19;RNPS1;PKIG;SERGEF;RAD18;RPS24;EIF4G1;RPAIN;KDM5A;SETD5;INTS13;NAA40;OTUD7B;UFSP2;MED16;LIMD1;MED15;CDC73;RESF1;SENP6;FLCN;ING3;XPO4;UBTF;NELFB;RBM7;ACADS;APPL1;NCOA2;SPHK2;ACTR6;STRADA;AKTIP;ATRX;KIF23;TRNAU1AP;SAFB;SIRT3;CREB1;SLTM;ESRP1;IRF1;ITGB3BP;WDR26;USP16;CARNMT1;POLDIP3;ABRAXAS1;DOT1L;SAMHD1;ADD1;SCAF8;NFS1;TNKS2;HSF1;RBBP8;IGF2BP1;TBL1X;BRD4;MUTYH;SUZ12;TCF7L2;PPIL2;MYEF2;LIMK2;MOK;RNF146;MCM3AP;TTC3;ZYX,Trim71,skipping,425,GO_Cellular_Component_2023
Spindle (GO:0005819),14/210,0.008254623136863063,3.3679179701077513,29.24594567194389,LIMK2;CBX1;SPICE1;CKAP2;KIF23;EML3;CDC14B;EML4;ATAT1;FLCN;MMS19;MAP4;TBL1X;CLASP1,Trim71,skipping,425,GO_Cellular_Component_2023
Microtubule Cytoskeleton (GO:0015630),17/342,0.043207175673916735,2.467948717948718,16.795156929074444,CBX1;SPICE1;CKAP2;KIF23;EML3;KIF15;EML4;DLG1;DPP9;MAP7D1;MMS19;MAP4;KIF20B;DNM1L;CLASP1;CDK5RAP2;ENKD1,Trim71,skipping,425,GO_Cellular_Component_2023
Ciliopathies WP4803,14/184,0.044825862192832806,3.528058302967205,32.171252965241344,PLK4;NEK9;C2CD3;CEP120;CEP164;DYNLT2B;IFT122;LZTFL1;NPHP1;MKS1;NEK1;POC1B;B9D1;RAB28,Trim71,including,466,WikiPathway_2023_Human
Cilium Assembly R-HSA-5617833,17/186,9.266271279234849e-4,4.338437817108367,57.4143082734904,PLK4;CEP57;C2CD3;EXOC7;CEP164;DYNLT2B;IFT122;HAUS6;LZTFL1;IFT20;ATAT1;HAUS8;PRKAR2B;NPHP1;MKS1;B9D1;PCNT,Trim71,including,466,Reactome_2022
Organelle Biogenesis And Maintenance R-HSA-1852241,21/275,9.266271279234849e-4,3.582057860744935,46.77506767181041,PLK4;CEP57;C2CD3;EXOC7;DYNLT2B;CEP164;IFT122;HAUS6;PRKAB1;LZTFL1;ATAT1;IFT20;NCOR1;CREB1;HAUS8;PRKAR2B;NPHP1;MKS1;B9D1;PCNT;GABPA,Trim71,including,466,Reactome_2022
Anchoring Of Basal Body To Plasma Membrane R-HSA-5620912,11/97,0.004638662510208182,5.467109634551495,60.36815284640428,PLK4;CEP57;C2CD3;HAUS8;PRKAR2B;NPHP1;CEP164;MKS1;HAUS6;B9D1;PCNT,Trim71,including,466,Reactome_2022
Chromatin Modifying Enzymes R-HSA-3247509,17/238,0.010049371161392897,3.3087202329964023,33.02530934835843,SMARCE1;KDM5C;KDM3A;MEAF6;SETD6;DNMT3A;ARID4B;RELA;NCOR2;ZZZ3;NCOR1;RUVBL2;BRMS1L;TADA3;KMT5A;MTA3;KAT14,Trim71,including,466,Reactome_2022
Mitotic Prometaphase R-HSA-68877,14/186,0.02136605292253693,3.4866742128009878,31.39351651046017,PLK4;CEP57;NEK9;CEP164;HAUS6;PDS5B;CENPA;WAPL;EML4;PPP1CC;HAUS8;PRKAR2B;PCNT;ITGB3BP,Trim71,including,466,Reactome_2022
Membrane Trafficking R-HSA-199991,29/599,0.026348629335929182,2.207860612629973,19.01392488197197,USP6NL;TFRC;MIA3;GOLGA4;PPP6R3;AGFG1;SEC31A;RAB8B;REPS1;EXOC7;VTA1;COG2;KIF23;EPS15L1;TRAPPC9;PUM1;PRKAB1;EPN2;GAK;TJP1;DAB2;SEC23IP;CTTN;BIN1;TRAPPC6B;RAB13;PREB;COPG2;SEC24C,Trim71,including,466,Reactome_2022
Cell Cycle R-HSA-1640170,30/654,0.04391379211689288,2.0851711362032463,16.57077122310372,CEP57;ANAPC15;PSMD14;DSCC1;CEP164;PDS5B;CENPA;PPP1CC;ORC6;HAUS8;PRKAR2B;RUVBL2;PPP6R3;RBBP8;KMT5A;BTRC;PCNT;TMPO;PLK4;NEK9;ESCO1;ATRX;VRK1;HAUS6;KIF23;WAPL;EML4;WEE1;UBE2V2;ITGB3BP,Trim71,including,466,Reactome_2022
RNA Binding (GO:0003723),58/1411,0.006730035558015164,1.9102394098807298,20.92556133143736,RBM25;TFRC;FMR1;AKAP8L;NUDT1;ZCCHC17;VIRMA;GPATCH8;PPP1CC;ENDOV;NUSAP1;FBRSL1;UBAP2L;RBM5;AGFG1;RARS2;SECISBP2;PUS1;RBM18;SPATS2;CIRBP;DARS2;ZCRB1;TRNAU1AP;ILF3;PKM;SLTM;PPIG;TRUB2;AARS2;ZCCHC9;RTN4;RCC1L;MTHFSD;TCOF1;SRP72;ERI3;HLTF;TRA2A;SAFB2;UTP20;MARK2;PTCD3;CPSF6;KRR1;ADAT1;RSRC2;MAGOHB;PUM1;TPD52L2;APTX;U2SURP;KTN1;SRPK1;SEC23IP;TNIP1;HNRNPD;EIF4G1,Trim71,including,466,GO_Molecular_Function_2023
RNA Polymerase II Core Promoter Sequence-Specific DNA Binding (GO:0000979),4/12,0.0238956292668074,21.13203463203463,190.0648132538822,POU2F1;TBP;RUVBL2;RELA,Trim71,including,466,GO_Molecular_Function_2023
DNA Metabolic Process (GO:0006259),20/288,0.015043021980385487,3.223679807241818,35.75442407226891,MUS81;TCF7L2;UBE2B;FMR1;USP3;ATRX;NUDT1;FANCC;CHD1L;PDS5B;ENDOV;HPF1;ORC6;ORC1;CBS;RUVBL2;HLTF;UBE2V2;RBBP8;SMARCAD1,Trim71,including,466,GO_Biological_Process_2023
